TB_PO:
COT_ID,PONO,Amount,OrderDate,ReceiveDate
0000302729,4197006,192.3090000,2014-07-16,2014-07-23
0000302729,4197007,192.3090000,2014-07-16,2014-07-23
0000302743,71214493,10289.7180000,2017-05-01,2017-05-09
0000302743,71234062,22781.1610000,2017-05-03,2017-05-12
0000302743,71234480,116202.2550000,2017-05-03,2017-05-12
0000302743,71234481,17018.8320000,2017-05-03,2017-05-12
0000302743,71244134,1430.7840000,2017-05-04,2017-05-12
0000302743,71284025,8140.0080000,2017-05-08,2017-05-16
0000302743,71284295,9361.5180000,2017-05-08,2017-05-16
0000302743,71284532,897.4320000,2017-05-08,2017-05-16
0000302743,70984326,0.0000000,2017-04-08,2017-04-08
0000302743,71034673,0.0000000,2017-04-13,2017-04-13
0000302743,71084529,0.0000000,2017-04-18,2017-04-18
0000302743,71134364,0.0000000,2017-04-23,2017-04-23
0000302743,71184532,0.0000000,2017-04-28,2017-04-28
0000302743,71235413,0.0000000,2017-05-03,2017-05-03
0000302743,71284814,0.0000000,2017-05-08,2017-05-08
TB_PODetail:
COT_ID,PONO,ItemBarCode,SeqNumber,Unit,OrderQuantity,Price
0000302729,4197006,6917751430045,310651,卷,30,
0000302729,4197007,6917751430052,311938,卷,30,
0000302743,71214493,6917751412706,2055001,卷,210,
0000302743,71214493,6917751410610,2054994,卷,360,
0000302743,71214493,6917751470140,629744,包,200,
0000302743,71214493,6917751410306,748968,卷,600,
0000302743,71214493,6917751430076,289191,组,340,
0000302743,71234062,6917751470621,2055008,包,320,
0000302743,71234062,6917751430779,2055004,个,1,530,
0000302743,71234062,6917751430762,2055003,个,2,040,
0000302743,71234480,6917751412805,2054998,卷,4,410,
0000302743,71234480,6917751430762,2055003,个,5,460,
0000302743,71234480,6917751430779,2055004,个,5,340,
0000302743,71234480,6917751470621,2055008,包,3,720,
0000302743,71234481,6917751470126,301786,包,3,040,
0000302743,71244134,6917751410610,2054994,卷,540,
0000302743,71284025,6917751470232,629844,包,240,
0000302743,71284025,6917751510105,227381,盒,810,
0000302743,71284025,6917751430748,2055000,包,240,
0000302743,71284295,6917751410306,748968,卷,360,
0000302743,71284295,6917751470140,629744,包,100,
0000302743,71284295,6917751410610,2054994,卷,270,
0000302743,71284295,6917751412706,2055001,卷,480,
0000302743,71284295,6917751430076,289191,组,340,
0000302743,71284532,6917751512406,1734656,支,60,
0000302743,70984326,6917751430014,105504,包,-6,
0000302743,70984326,6917751430038,105509,包,-10,
0000302743,70984326,6917751430021,105519,包,-15,
0000302743,70984326,6917751460318,196122,个,-1,
0000302743,70984326,6917751410405,227392,卷,-148,
0000302743,70984326,6917751430076,289191,组,-10,
